value,A123-0,EG4-1,RIL2_1,RIL2_1-8,RIL2_2,RIL2_3,RIL2_4,RIL2_5,RIL2_6,RIL2_7,RIL2_8
NC_029263.1_21582186,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_21582221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_21756196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_2252478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_22717441,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_22948359,0.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
NC_029263.1_22958988,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
NC_029263.1_23025728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_23289526,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029263.1_23290288,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
NC_029263.1_23290291,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_23312907,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
NC_029263.1_23612059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_23621524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_23643361,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_23643434,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_23665412,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
NC_029263.1_23714170,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
NC_029263.1_2376612,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_23802327,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
NC_029263.1_23849140,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029263.1_23891386,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029263.1_24175360,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029263.1_24225480,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_2433354,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_2433357,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
NC_029263.1_24556724,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029263.1_24585355,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029263.1_24622993,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029263.1_24829780,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_24830425,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029263.1_24830520,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029263.1_24865163,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_24881079,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
NC_029263.1_24907173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_24965703,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029263.1_25236839,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029263.1_25278858,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029263.1_25281957,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029263.1_25450358,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_25611877,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_25640584,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029263.1_25706915,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_25881177,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
NC_029263.1_2616924,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_26374789,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_26388762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_26389311,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_26397346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_264276,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_26430164,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
NC_029263.1_26430167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029263.1_26492492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_26602700,1.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
NC_029263.1_26734998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029263.1_26779367,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_27109714,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
NC_029263.1_27152477,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029263.1_27153070,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
NC_029263.1_271838,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_27249497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_273040,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_27345072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_27396688,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
NC_029263.1_27491665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_27546364,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_27559394,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_27839011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_28045328,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_28049379,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_28080861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_28182098,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_28239101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_28264100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_28264255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_28351527,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_28359620,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_28359810,1.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
NC_029263.1_28383893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_306746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_3396323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029263.1_3503388,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_3543780,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029263.1_3739807,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029263.1_4295993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_4520235,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029263.1_458414,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_4865570,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_4893418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_4899681,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_5033538,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
NC_029263.1_5274834,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029263.1_5326964,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_5346884,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_5378085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_5492619,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_5556704,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
NC_029263.1_5673889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_5800721,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_5864963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029263.1_613972,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
NC_029263.1_6804573,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_737333,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_763040,1.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
NC_029263.1_763043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_8261894,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_8317558,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_8431092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_8581519,0.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
NC_029263.1_8581522,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_8606328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_8652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_8655021,0.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
NC_029263.1_8655024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_8939726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_8941062,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_9060427,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_9385126,0.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
NC_029263.1_9385129,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_9683605,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029263.1_9683719,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029263.1_9683722,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
NC_029263.1_973879,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
NC_029263.1_974176,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029263.1_9778571,0.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
NC_029264.1_10338430,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_1084608,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_10863117,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_11178613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029264.1_11345696,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_11632407,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_11965308,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029264.1_12032821,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029264.1_12105753,0.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
NC_029264.1_12290498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_12449752,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029264.1_12453631,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_12538484,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
NC_029264.1_12538487,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
NC_029264.1_12771943,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_12812945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_13347066,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_13584175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_13736140,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
NC_029264.1_13737777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_13739918,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
NC_029264.1_13755558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_13762285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029264.1_13762430,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_13774742,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_14081741,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029264.1_14118722,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
NC_029264.1_14466639,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029264.1_14700756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_14769650,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_14782689,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_14977977,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_15242689,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029264.1_15263054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_15292526,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
NC_029264.1_15293698,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_15394514,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NC_029264.1_15394517,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_15441737,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
NC_029264.1_15486430,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029264.1_15489449,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_15532716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_15558974,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029264.1_15559282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029264.1_15710720,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
NC_029264.1_15710873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_15873913,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NC_029264.1_15912166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_15943212,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_16024217,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
NC_029264.1_16024220,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_16104394,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_16182068,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029264.1_16182071,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029264.1_16330819,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
NC_029264.1_16330822,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_16552201,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029264.1_16552221,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_16690611,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_16690614,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029264.1_16865569,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
NC_029264.1_17071065,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_17091697,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029264.1_17091700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_17137789,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_17204024,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029264.1_17343760,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_17358859,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_17452746,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
NC_029264.1_17452749,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_17534147,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029264.1_17580474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_17681464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_17705312,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029264.1_17901600,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
NC_029264.1_17908907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_18012312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029264.1_18164832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029264.1_18183748,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_18186640,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_18354393,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
NC_029264.1_18354396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_18375280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_18501907,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_18587441,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029264.1_18587844,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NC_029264.1_18705898,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
NC_029264.1_18957577,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_19033418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_19174229,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
NC_029264.1_19302410,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_19596968,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
NC_029264.1_19596971,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_19637390,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
NC_029264.1_19641732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_19642635,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_19644908,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_19760394,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_19832666,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
NC_029264.1_19853963,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
NC_029264.1_19853966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029264.1_19950388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_19950662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_20177226,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029264.1_20250174,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
NC_029264.1_20250177,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NC_029264.1_20473692,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_20604077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NC_029264.1_20650657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_20798034,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_20804029,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
NC_029264.1_20804032,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_20805716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_20805719,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_20809355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_20816059,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NC_029264.1_20838350,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_20838509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_2094377,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
NC_029264.1_21287855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NC_029264.1_21306203,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_21322651,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC_029264.1_21385878,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
