RIL2_2,RIL2_8,RIL2_3,EG4-1,RIL2_6,RIL2_1-8,RIL2_4,RIL2_7,RIL2_5,A123-0,RIL2_1
,,,,,NC_029258.1_6441698,,,,,
,,,,,NC_029258.1_6512008,,,,,
,,,,,NC_029258.1_6566209,,,,,
,,,,,NC_029258.1_6730657,,,,,
,,,,,NC_029258.1_7025984,,,,,
,,,,,NC_029258.1_7296366,,,,,
,,,,,NC_029258.1_8457817,,,,,
,,,,,NC_029258.1_9162953,,,,,
,,,,,NC_029258.1_9247073,,,,,
,,,,,NC_029258.1_10593110,,,,,
,,,,,NC_029258.1_10990371,,,,,
,,,,,NC_029258.1_11015127,,,,,
,,,,,NC_029258.1_11102321,,,,,
,,,,,NC_029258.1_11188823,,,,,
,,,,,NC_029258.1_11781492,,,,,
,,,,,NC_029258.1_11922189,,,,,
,,,,,NC_029258.1_12036119,,,,,
,,,,,NC_029258.1_12067612,,,,,
,,,,,NC_029258.1_12409836,,,,,
,,,,,NC_029258.1_13027115,,,,,
,,,,,NC_029258.1_13699244,,,,,
,,,,,NC_029258.1_14597026,,,,,
,,,,,NC_029258.1_15366308,,,,,
,,,,,NC_029258.1_15487800,,,,,
,,,,,NC_029258.1_15603450,,,,,
,,,,,NC_029258.1_15698488,,,,,
,,,,,NC_029258.1_16222139,,,,,
,,,,,NC_029258.1_17195959,,,,,
,,,,,NC_029258.1_17642390,,,,,
,,,,,NC_029258.1_18043769,,,,,
,,,,,NC_029258.1_21025380,,,,,
,,,,,NC_029258.1_21188432,,,,,
,,,,,NC_029258.1_22164168,,,,,
,,,,,NC_029258.1_22679706,,,,,
,,,,,NC_029258.1_22701630,,,,,
,,,,,NC_029258.1_24436163,,,,,
,,,,,NC_029258.1_24591270,,,,,
,,,,,NC_029258.1_24690336,,,,,
,,,,,NC_029258.1_24706728,,,,,
,,,,,NC_029258.1_24855528,,,,,
,,,,,NC_029258.1_24920216,,,,,
,,,,,NC_029258.1_26867109,,,,,
,,,,,NC_029258.1_27646666,,,,,
,,,,,NC_029258.1_28470308,,,,,
,,,,,NC_029258.1_28519793,,,,,
,,,,,NC_029258.1_29419454,,,,,
,,,,,NC_029258.1_29574402,,,,,
,,,,,NC_029258.1_30058248,,,,,
,,,,,NC_029258.1_30613089,,,,,
,,,,,NC_029258.1_30784686,,,,,
,,,,,NC_029258.1_31364756,,,,,
,,,,,NC_029258.1_31423121,,,,,
,,,,,NC_029258.1_31662046,,,,,
,,,,,NC_029258.1_31683284,,,,,
,,,,,NC_029258.1_31890845,,,,,
,,,,,NC_029258.1_31894797,,,,,
,,,,,NC_029258.1_32923406,,,,,
,,,,,NC_029258.1_32936991,,,,,
,,,,,NC_029258.1_33130124,,,,,
,,,,,NC_029258.1_33230431,,,,,
,,,,,NC_029258.1_34110949,,,,,
,,,,,NC_029258.1_34459502,,,,,
,,,,,NC_029258.1_34570540,,,,,
,,,,,NC_029258.1_35141440,,,,,
,,,,,NC_029259.1_476045,,,,,
,,,,,NC_029259.1_1877632,,,,,
,,,,,NC_029259.1_2471257,,,,,
,,,,,NC_029259.1_4473573,,,,,
,,,,,NC_029259.1_9332085,,,,,
,,,,,NC_029259.1_9562247,,,,,
,,,,,NC_029259.1_13471893,,,,,
,,,,,NC_029259.1_15070774,,,,,
,,,,,NC_029259.1_18566523,,,,,
,,,,,NC_029259.1_18821474,,,,,
,,,,,NC_029259.1_19275549,,,,,
,,,,,NC_029259.1_19471781,,,,,
,,,,,NC_029259.1_19922772,,,,,
,,,,,NC_029259.1_19999251,,,,,
,,,,,NC_029259.1_20249931,,,,,
,,,,,NC_029259.1_21408124,,,,,
,,,,,NC_029259.1_21458433,,,,,
,,,,,NC_029259.1_21600763,,,,,
,,,,,NC_029259.1_22636683,,,,,
,,,,,NC_029259.1_22908893,,,,,
,,,,,NC_029259.1_23198999,,,,,
,,,,,NC_029259.1_23439378,,,,,
,,,,,NC_029259.1_23571129,,,,,
,,,,,NC_029259.1_24208723,,,,,
,,,,,NC_029259.1_24904395,,,,,
,,,,,NC_029259.1_25029909,,,,,
,,,,,NC_029259.1_26020116,,,,,
,,,,,NC_029259.1_26395882,,,,,
,,,,,NC_029259.1_26982347,,,,,
,,,,,NC_029259.1_28289922,,,,,
,,,,,NC_029259.1_28739796,,,,,
,,,,,NC_029259.1_28903395,,,,,
,,,,,NC_029259.1_29047967,,,,,
,,,,,NC_029259.1_29080837,,,,,
,,,,,NC_029259.1_29137517,,,,,
,,,,,NC_029259.1_29218324,,,,,
,,,,,NC_029259.1_29603862,,,,,
,,,,,NC_029259.1_29870752,,,,,
,,,,,NC_029259.1_29941294,,,,,
,,,,,NC_029259.1_30320690,,,,,
,,,,,NC_029259.1_30513996,,,,,
,,,,,NC_029259.1_31387733,,,,,
,,,,,NC_029259.1_31631579,,,,,
,,,,,NC_029259.1_31677001,,,,,
,,,,,NC_029259.1_31682804,,,,,
,,,,,NC_029259.1_31997419,,,,,
,,,,,NC_029259.1_32035663,,,,,
,,,,,NC_029259.1_32326934,,,,,
,,,,,NC_029259.1_32836284,,,,,
,,,,,NC_029259.1_33017280,,,,,
,,,,,NC_029259.1_33402350,,,,,
,,,,,NC_029259.1_33861549,,,,,
,,,,,NC_029259.1_33867068,,,,,
,,,,,NC_029259.1_35045349,,,,,
,,,,,NC_029259.1_35244613,,,,,
,,,,,NC_029259.1_35421685,,,,,
,,,,,NC_029259.1_35422418,,,,,
,,,,,NC_029260.1_55721,,,,,
,,,,,NC_029260.1_226602,,,,,
,,,,,NC_029260.1_646580,,,,,
,,,,,NC_029260.1_772693,,,,,
,,,,,NC_029260.1_1874690,,,,,
,,,,,NC_029260.1_2289996,,,,,
,,,,,NC_029260.1_4848810,,,,,
,,,,,NC_029260.1_5878602,,,,,
,,,,,NC_029260.1_6663444,,,,,
,,,,,NC_029260.1_7500151,,,,,
,,,,,NC_029260.1_10234682,,,,,
,,,,,NC_029260.1_13976475,,,,,
,,,,,NC_029260.1_15210681,,,,,
,,,,,NC_029260.1_15655520,,,,,
,,,,,NC_029260.1_16258074,,,,,
,,,,,NC_029260.1_16788400,,,,,
,,,,,NC_029260.1_17983773,,,,,
,,,,,NC_029260.1_18693567,,,,,
,,,,,NC_029260.1_19143341,,,,,
,,,,,NC_029260.1_19739424,,,,,
,,,,,NC_029260.1_19961219,,,,,
,,,,,NC_029260.1_20117984,,,,,
,,,,,NC_029260.1_20411575,,,,,
,,,,,NC_029260.1_21321182,,,,,
,,,,,NC_029260.1_21633281,,,,,
,,,,,NC_029260.1_22027348,,,,,
,,,,,NC_029260.1_22056643,,,,,
,,,,,NC_029260.1_22131757,,,,,
,,,,,NC_029260.1_22572443,,,,,
,,,,,NC_029260.1_22646608,,,,,
,,,,,NC_029260.1_23257993,,,,,
,,,,,NC_029260.1_25952731,,,,,
,,,,,NC_029260.1_26765689,,,,,
,,,,,NC_029260.1_27073211,,,,,
,,,,,NC_029260.1_27093313,,,,,
,,,,,NC_029260.1_27123801,,,,,
,,,,,NC_029260.1_27602381,,,,,
,,,,,NC_029260.1_28384596,,,,,
,,,,,NC_029260.1_28592208,,,,,
,,,,,NC_029260.1_28811998,,,,,
,,,,,NC_029260.1_29636516,,,,,
,,,,,NC_029261.1_227472,,,,,
,,,,,NC_029261.1_1543420,,,,,
,,,,,NC_029261.1_2035334,,,,,
,,,,,NC_029261.1_2306911,,,,,
,,,,,NC_029261.1_2856375,,,,,
,,,,,NC_029261.1_3811309,,,,,
,,,,,NC_029261.1_4093155,,,,,
,,,,,NC_029261.1_4197488,,,,,
,,,,,NC_029261.1_4729736,,,,,
,,,,,NC_029261.1_5541977,,,,,
,,,,,NC_029261.1_5711664,,,,,
,,,,,NC_029261.1_6151041,,,,,
,,,,,NC_029261.1_6168611,,,,,
,,,,,NC_029261.1_6356701,,,,,
,,,,,NC_029261.1_6521724,,,,,
,,,,,NC_029261.1_6848915,,,,,
,,,,,NC_029261.1_7384221,,,,,
,,,,,NC_029261.1_7690781,,,,,
,,,,,NC_029261.1_8042612,,,,,
,,,,,NC_029261.1_8316576,,,,,
,,,,,NC_029261.1_8356630,,,,,
,,,,,NC_029261.1_10089991,,,,,
,,,,,NC_029261.1_10360942,,,,,
,,,,,NC_029261.1_11558694,,,,,
,,,,,NC_029261.1_14196448,,,,,
,,,,,NC_029261.1_14533007,,,,,
,,,,,NC_029261.1_14790332,,,,,
,,,,,NC_029261.1_17106305,,,,,
,,,,,NC_029261.1_18886272,,,,,
,,,,,NC_029261.1_20717706,,,,,
,,,,,NC_029261.1_21010524,,,,,
,,,,,NC_029261.1_21329799,,,,,
,,,,,NC_029261.1_21359906,,,,,
,,,,,NC_029261.1_21891950,,,,,
,,,,,NC_029261.1_22646014,,,,,
,,,,,NC_029261.1_23126473,,,,,
,,,,,NC_029261.1_23373492,,,,,
,,,,,NC_029261.1_23535330,,,,,
,,,,,NC_029261.1_24358874,,,,,
,,,,,NC_029261.1_24594638,,,,,
,,,,,NC_029261.1_24736784,,,,,
,,,,,NC_029261.1_25002508,,,,,
,,,,,NC_029261.1_25548023,,,,,
,,,,,NC_029261.1_26030738,,,,,
,,,,,NC_029261.1_26083882,,,,,
,,,,,NC_029261.1_26084878,,,,,
,,,,,NC_029261.1_26417517,,,,,
,,,,,NC_029261.1_26615023,,,,,
,,,,,NC_029261.1_27840590,,,,,
,,,,,NC_029261.1_29048878,,,,,
,,,,,NC_029261.1_29405403,,,,,
,,,,,NC_029261.1_29654806,,,,,
,,,,,NC_029261.1_29874552,,,,,
,,,,,NC_029261.1_30049592,,,,,
,,,,,NC_029261.1_30293898,,,,,
,,,,,NC_029261.1_30450782,,,,,
,,,,,NC_029262.1_145648,,,,,
,,,,,NC_029262.1_788385,,,,,
,,,,,NC_029262.1_1246378,,,,,
,,,,,NC_029262.1_2675930,,,,,
,,,,,NC_029262.1_3238475,,,,,
,,,,,NC_029262.1_3667747,,,,,
,,,,,NC_029262.1_4019954,,,,,
,,,,,NC_029262.1_4049586,,,,,
,,,,,NC_029262.1_5387512,,,,,
,,,,,NC_029262.1_7541939,,,,,
,,,,,NC_029262.1_8541854,,,,,
,,,,,NC_029262.1_14533139,,,,,
,,,,,NC_029262.1_16258988,,,,,
,,,,,NC_029262.1_17125849,,,,,
,,,,,NC_029262.1_18920531,,,,,
,,,,,NC_029262.1_19010138,,,,,
,,,,,NC_029262.1_20152298,,,,,
,,,,,NC_029262.1_20204537,,,,,
,,,,,NC_029262.1_20615707,,,,,
,,,,,NC_029262.1_21376224,,,,,
,,,,,NC_029262.1_21402839,,,,,
,,,,,NC_029262.1_22060084,,,,,
,,,,,NC_029262.1_22679546,,,,,
,,,,,NC_029262.1_23009796,,,,,
,,,,,NC_029262.1_23057039,,,,,
,,,,,NC_029262.1_23233494,,,,,
,,,,,NC_029262.1_23272149,,,,,
,,,,,NC_029262.1_23559204,,,,,
,,,,,NC_029262.1_23752426,,,,,
,,,,,NC_029262.1_23852998,,,,,
,,,,,NC_029262.1_23898252,,,,,
,,,,,NC_029262.1_24450859,,,,,
,,,,,NC_029262.1_24937107,,,,,
,,,,,NC_029262.1_25272426,,,,,
,,,,,NC_029262.1_25772024,,,,,
,,,,,NC_029262.1_25788367,,,,,
,,,,,NC_029262.1_26012882,,,,,
,,,,,NC_029262.1_26090553,,,,,
,,,,,NC_029262.1_26156684,,,,,
,,,,,NC_029262.1_26460309,,,,,
,,,,,NC_029262.1_27759447,,,,,
,,,,,NC_029262.1_28308177,,,,,
,,,,,NC_029262.1_28531684,,,,,
,,,,,NC_029262.1_28821662,,,,,
,,,,,NC_029262.1_29015071,,,,,
,,,,,NC_029262.1_29475472,,,,,
,,,,,NC_029262.1_29484348,,,,,
,,,,,NC_029263.1_613972,,,,,
,,,,,NC_029263.1_763040,,,,,
,,,,,NC_029263.1_3396323,,,,,
,,,,,NC_029263.1_5033538,,,,,
,,,,,NC_029263.1_5556704,,,,,
,,,,,NC_029263.1_8581519,,,,,
,,,,,NC_029263.1_8655021,,,,,
,,,,,NC_029263.1_9385126,,,,,
,,,,,NC_029263.1_9683722,,,,,
,,,,,NC_029263.1_9778571,,,,,
,,,,,NC_029263.1_13076784,,,,,
,,,,,NC_029263.1_13103107,,,,,
,,,,,NC_029263.1_14721481,,,,,
,,,,,NC_029263.1_15387726,,,,,
,,,,,NC_029263.1_15632449,,,,,
,,,,,NC_029263.1_19050587,,,,,
,,,,,NC_029263.1_19197270,,,,,
,,,,,NC_029263.1_19452247,,,,,
,,,,,NC_029263.1_19850939,,,,,
,,,,,NC_029263.1_19888503,,,,,
,,,,,NC_029263.1_20120594,,,,,
,,,,,NC_029263.1_20628371,,,,,
,,,,,NC_029263.1_21213101,,,,,
,,,,,NC_029263.1_21302898,,,,,
,,,,,NC_029263.1_22948359,,,,,
,,,,,NC_029263.1_22958988,,,,,
,,,,,NC_029263.1_23290288,,,,,
,,,,,NC_029263.1_23312907,,,,,
,,,,,NC_029263.1_23665412,,,,,
,,,,,NC_029263.1_23802327,,,,,
,,,,,NC_029263.1_23849140,,,,,
,,,,,NC_029263.1_24881079,,,,,
,,,,,NC_029263.1_26430167,,,,,
,,,,,NC_029263.1_26602700,,,,,
,,,,,NC_029263.1_27109714,,,,,
,,,,,NC_029263.1_27153070,,,,,
,,,,,NC_029263.1_27396688,,,,,
,,,,,NC_029263.1_28359810,,,,,
,,,,,NC_029264.1_3583227,,,,,
,,,,,NC_029264.1_6834216,,,,,
,,,,,NC_029264.1_6964922,,,,,
,,,,,NC_029264.1_12105753,,,,,
,,,,,NC_029264.1_12538487,,,,,
,,,,,NC_029264.1_14081741,,,,,
,,,,,NC_029264.1_15559282,,,,,
,,,,,NC_029264.1_15710720,,,,,
,,,,,NC_029264.1_16182071,,,,,
,,,,,NC_029264.1_16865569,,,,,
,,,,,NC_029264.1_17534147,,,,,
,,,,,NC_029264.1_19174229,,,,,
,,,,,NC_029264.1_19637390,,,,,
,,,,,NC_029264.1_20250174,,,,,
,,,,,NC_029264.1_20604077,,,,,
,,,,,NC_029264.1_20804029,,,,,
,,,,,NC_029264.1_22676800,,,,,
,,,,,NC_029265.1_1267746,,,,,
,,,,,NC_029265.1_1896880,,,,,
,,,,,NC_029265.1_2990544,,,,,
,,,,,NC_029265.1_3139782,,,,,
,,,,,NC_029265.1_4996844,,,,,
,,,,,NC_029265.1_6075021,,,,,
,,,,,NC_029265.1_7399680,,,,,
,,,,,NC_029265.1_7408188,,,,,
,,,,,NC_029265.1_10493805,,,,,
,,,,,NC_029265.1_11609959,,,,,
,,,,,NC_029265.1_12054351,,,,,
,,,,,NC_029265.1_13030577,,,,,
,,,,,NC_029265.1_13102743,,,,,
,,,,,NC_029265.1_13370543,,,,,
,,,,,NC_029265.1_14020308,,,,,
,,,,,NC_029265.1_14718538,,,,,
,,,,,NC_029265.1_16851281,,,,,
,,,,,NC_029265.1_17496870,,,,,
,,,,,NC_029265.1_18044216,,,,,
,,,,,NC_029265.1_18430452,,,,,
,,,,,NC_029265.1_19733855,,,,,
,,,,,NC_029265.1_20153187,,,,,
,,,,,NC_029265.1_20713645,,,,,
,,,,,NC_029265.1_21923711,,,,,
,,,,,NC_029265.1_22180693,,,,,
,,,,,NC_029265.1_22745427,,,,,
,,,,,NC_029265.1_22750168,,,,,
,,,,,NC_029265.1_22984171,,,,,
,,,,,NC_029266.1_617177,,,,,
,,,,,NC_029266.1_901465,,,,,
,,,,,NC_029266.1_1807318,,,,,
,,,,,NC_029266.1_1929910,,,,,
,,,,,NC_029266.1_2446250,,,,,
,,,,,NC_029266.1_2492870,,,,,
,,,,,NC_029266.1_2880275,,,,,
,,,,,NC_029266.1_3424107,,,,,
,,,,,NC_029266.1_3763340,,,,,
,,,,,NC_029266.1_4154689,,,,,
,,,,,NC_029266.1_5183744,,,,,
,,,,,NC_029266.1_6969695,,,,,
,,,,,NC_029266.1_7473249,,,,,
,,,,,NC_029266.1_7498905,,,,,
,,,,,NC_029266.1_7503885,,,,,
,,,,,NC_029266.1_7590097,,,,,
,,,,,NC_029266.1_9588696,,,,,
,,,,,NC_029266.1_11033106,,,,,
,,,,,NC_029266.1_14127230,,,,,
,,,,,NC_029266.1_15385199,,,,,
,,,,,NC_029266.1_16100808,,,,,
,,,,,NC_029266.1_16391637,,,,,
,,,,,NC_029266.1_16811327,,,,,
,,,,,NC_029266.1_17787653,,,,,
,,,,,NC_029266.1_17866690,,,,,
,,,,,NC_029266.1_18789106,,,,,
,,,,,NC_029266.1_19532759,,,,,
,,,,,NC_029266.1_19939296,,,,,
,,,,,NC_029266.1_20490424,,,,,
,,,,,NC_029266.1_20716161,,,,,
,,,,,NC_029266.1_21176363,,,,,
,,,,,NC_029266.1_21260198,,,,,
,,,,,NC_029266.1_21459183,,,,,
,,,,,NC_029266.1_24682791,,,,,
,,,,,NC_029266.1_25822232,,,,,
,,,,,NC_029266.1_25853389,,,,,
,,,,,NC_029267.1_332028,,,,,
,,,,,NC_029267.1_794243,,,,,
,,,,,NC_029267.1_808838,,,,,
,,,,,NC_029267.1_2200780,,,,,
,,,,,NC_029267.1_3119685,,,,,
,,,,,NC_029267.1_3373256,,,,,
,,,,,NC_029267.1_3616589,,,,,
,,,,,NC_029267.1_4097961,,,,,
,,,,,NC_029267.1_4965477,,,,,
,,,,,NC_029267.1_6625426,,,,,
,,,,,NC_029267.1_7210156,,,,,
,,,,,NC_029267.1_8852563,,,,,
,,,,,NC_029267.1_9281664,,,,,
,,,,,NC_029267.1_9350664,,,,,
,,,,,NC_029267.1_10612330,,,,,
,,,,,NC_029267.1_10822441,,,,,
,,,,,NC_029267.1_19177972,,,,,
,,,,,NC_029267.1_21943967,,,,,
,,,,,NC_029267.1_22672022,,,,,
,,,,,NC_029267.1_23877482,,,,,
,,,,,NC_029267.1_24587182,,,,,
,,,,,NC_029267.1_25463386,,,,,
,,,,,NC_029267.1_26261129,,,,,
,,,,,NC_029267.1_26580908,,,,,
,,,,,NC_029267.1_26642869,,,,,
,,,,,NW_015379218.1_6191,,,,,
,,,,,NW_015379218.1_9998,,,,,
,,,,,NC_029256.1_1132974,,,,,
,,,,,NC_029256.1_1379530,,,,,
,,,,,NC_029256.1_1579127,,,,,
,,,,,NC_029256.1_1715116,,,,,
,,,,,NC_029256.1_1744282,,,,,
,,,,,NC_029256.1_1965199,,,,,
,,,,,NC_029256.1_2377589,,,,,
,,,,,NC_029256.1_2540053,,,,,
,,,,,NC_029256.1_2813135,,,,,
,,,,,NC_029256.1_3444994,,,,,
,,,,,NC_029256.1_3479256,,,,,
,,,,,NC_029256.1_3480371,,,,,
,,,,,NC_029256.1_3616725,,,,,
,,,,,NC_029256.1_3780848,,,,,
,,,,,NC_029256.1_3929767,,,,,
,,,,,NC_029256.1_4076463,,,,,
,,,,,NC_029256.1_4101859,,,,,
,,,,,NC_029256.1_4220009,,,,,
,,,,,NC_029256.1_4317760,,,,,
,,,,,NC_029256.1_5099241,,,,,
,,,,,NC_029256.1_5529828,,,,,
,,,,,NC_029256.1_6172232,,,,,
,,,,,NC_029256.1_6806760,,,,,
,,,,,NC_029256.1_6816414,,,,,
,,,,,NC_029256.1_6846281,,,,,
,,,,,NC_029256.1_6864903,,,,,
,,,,,NC_029256.1_7159687,,,,,
,,,,,NC_029256.1_7514411,,,,,
,,,,,NC_029256.1_7587835,,,,,
,,,,,NC_029256.1_7739100,,,,,
,,,,,NC_029256.1_8083871,,,,,
,,,,,NC_029256.1_8479731,,,,,
,,,,,NC_029256.1_8750743,,,,,
,,,,,NC_029256.1_8984850,,,,,
,,,,,NC_029256.1_9142464,,,,,
,,,,,NC_029256.1_9581604,,,,,
,,,,,NC_029256.1_9854677,,,,,
,,,,,NC_029256.1_9908497,,,,,
,,,,,NC_029256.1_10027124,,,,,
,,,,,NC_029256.1_10903900,,,,,
,,,,,NC_029256.1_10996524,,,,,
,,,,,NC_029256.1_11049517,,,,,
,,,,,NC_029256.1_11226134,,,,,
,,,,,NC_029256.1_12249227,,,,,
,,,,,NC_029256.1_13935274,,,,,
,,,,,NC_029256.1_14047375,,,,,
,,,,,NC_029256.1_14384273,,,,,
,,,,,NC_029256.1_14479331,,,,,
,,,,,NC_029256.1_14909830,,,,,
,,,,,NC_029256.1_18330589,,,,,
,,,,,NC_029256.1_18869330,,,,,
,,,,,NC_029256.1_18989741,,,,,
,,,,,NC_029256.1_20034906,,,,,
,,,,,NC_029256.1_21351850,,,,,
,,,,,NC_029256.1_21565699,,,,,
,,,,,NC_029256.1_22102811,,,,,
,,,,,NC_029256.1_22415369,,,,,
,,,,,NC_029256.1_23928391,,,,,
,,,,,NC_029256.1_24082029,,,,,
,,,,,NC_029256.1_24082897,,,,,
,,,,,NC_029256.1_24610174,,,,,
,,,,,NC_029256.1_24966591,,,,,
,,,,,NC_029256.1_24969376,,,,,
,,,,,NC_029256.1_25256700,,,,,
,,,,,NC_029256.1_25680935,,,,,
,,,,,NC_029256.1_28356231,,,,,
,,,,,NC_029256.1_28924284,,,,,
,,,,,NC_029256.1_28936523,,,,,
,,,,,NC_029256.1_29276378,,,,,
,,,,,NC_029256.1_29322742,,,,,
,,,,,NC_029256.1_29328838,,,,,
,,,,,NC_029256.1_29494571,,,,,
,,,,,NC_029256.1_29496304,,,,,
,,,,,NC_029256.1_29566913,,,,,
,,,,,NC_029256.1_29926800,,,,,
,,,,,NC_029256.1_30235962,,,,,
,,,,,NC_029256.1_30569862,,,,,
,,,,,NC_029256.1_30623912,,,,,
,,,,,NC_029256.1_30895564,,,,,
,,,,,NC_029256.1_30986695,,,,,
,,,,,NC_029256.1_31556969,,,,,
,,,,,NC_029256.1_32042994,,,,,
,,,,,NC_029256.1_32293359,,,,,
,,,,,NC_029256.1_32491650,,,,,
,,,,,NC_029256.1_33619293,,,,,
,,,,,NC_029256.1_33766058,,,,,
,,,,,NC_029256.1_34086311,,,,,
,,,,,NC_029256.1_34281435,,,,,
,,,,,NC_029256.1_34353550,,,,,
,,,,,NC_029256.1_34612511,,,,,
,,,,,NC_029256.1_34897488,,,,,
,,,,,NC_029256.1_35465444,,,,,
,,,,,NC_029256.1_35607598,,,,,
,,,,,NC_029256.1_36062159,,,,,
,,,,,NC_029256.1_36114223,,,,,
,,,,,NC_029256.1_36149917,,,,,
,,,,,NC_029256.1_36267658,,,,,
,,,,,NC_029256.1_36270510,,,,,
,,,,,NC_029256.1_36444964,,,,,
,,,,,NC_029256.1_36466362,,,,,
,,,,,NC_029256.1_37534439,,,,,
,,,,,NC_029256.1_37828360,,,,,
,,,,,NC_029256.1_38092040,,,,,
,,,,,NC_029256.1_38092621,,,,,
,,,,,NC_029256.1_38160477,,,,,
,,,,,NC_029256.1_38189335,,,,,
,,,,,NC_029256.1_38242705,,,,,
,,,,,NC_029256.1_38674211,,,,,
,,,,,NC_029256.1_38859875,,,,,
,,,,,NC_029256.1_38898351,,,,,
,,,,,NC_029256.1_39147396,,,,,
,,,,,NC_029256.1_39212319,,,,,
,,,,,NC_029256.1_39525876,,,,,
,,,,,NC_029256.1_39543337,,,,,
,,,,,NC_029256.1_39811414,,,,,
,,,,,NC_029256.1_39957256,,,,,
,,,,,NC_029256.1_40262215,,,,,
,,,,,NC_029256.1_40281933,,,,,
,,,,,NC_029256.1_40469771,,,,,
,,,,,NC_029256.1_40641753,,,,,
,,,,,NC_029256.1_40692631,,,,,
,,,,,NC_029256.1_40818574,,,,,
,,,,,NC_029256.1_40832861,,,,,
,,,,,NC_029256.1_41008974,,,,,
,,,,,NC_029256.1_41148513,,,,,
,,,,,NC_029256.1_41148827,,,,,
,,,,,NC_029256.1_41818258,,,,,
,,,,,NC_029256.1_41979145,,,,,
,,,,,NC_029256.1_41979184,,,,,
,,,,,NC_029256.1_42144077,,,,,
,,,,,NC_029256.1_42156580,,,,,
,,,,,NC_029256.1_42599828,,,,,
,,,,,NC_029256.1_42746251,,,,,
,,,,,NC_029256.1_42930252,,,,,
,,,,,NC_029256.1_43019690,,,,,
,,,,,NC_029257.1_223439,,,,,
,,,,,NC_029257.1_913612,,,,,
,,,,,NC_029257.1_1115552,,,,,
,,,,,NC_029257.1_1161810,,,,,
,,,,,NC_029257.1_1442477,,,,,
,,,,,NC_029257.1_1582667,,,,,
,,,,,NC_029257.1_1591373,,,,,
,,,,,NC_029257.1_2025378,,,,,
,,,,,NC_029257.1_3502593,,,,,
,,,,,NC_029257.1_4314534,,,,,
,,,,,NC_029257.1_4383231,,,,,
,,,,,NC_029257.1_4699554,,,,,
,,,,,NC_029257.1_4999904,,,,,
,,,,,NC_029257.1_5268649,,,,,
,,,,,NC_029257.1_5320589,,,,,
,,,,,NC_029257.1_5501011,,,,,
,,,,,NC_029257.1_5856377,,,,,
,,,,,NC_029257.1_7113419,,,,,
,,,,,NC_029257.1_7346135,,,,,
,,,,,NC_029257.1_7460592,,,,,
,,,,,NC_029257.1_8187916,,,,,
,,,,,NC_029257.1_8386642,,,,,
,,,,,NC_029257.1_8795393,,,,,
,,,,,NC_029257.1_8898162,,,,,
,,,,,NC_029257.1_9418869,,,,,
,,,,,NC_029257.1_10076666,,,,,
,,,,,NC_029257.1_12298998,,,,,
,,,,,NC_029257.1_15590312,,,,,
,,,,,NC_029257.1_16222087,,,,,
,,,,,NC_029257.1_16678146,,,,,
,,,,,NC_029257.1_16986965,,,,,
,,,,,NC_029257.1_17005320,,,,,
,,,,,NC_029257.1_17969908,,,,,
,,,,,NC_029257.1_18302508,,,,,
,,,,,NC_029257.1_18458308,,,,,
,,,,,NC_029257.1_19270838,,,,,
,,,,,NC_029257.1_19620195,,,,,
,,,,,NC_029257.1_20621591,,,,,
,,,,,NC_029257.1_24228556,,,,,
,,,,,NC_029257.1_25760845,,,,,
,,,,,NC_029257.1_25776188,,,,,
,,,,,NC_029257.1_26584939,,,,,
,,,,,NC_029257.1_26832636,,,,,
,,,,,NC_029257.1_27148059,,,,,
,,,,,NC_029257.1_27201254,,,,,
,,,,,NC_029257.1_27345426,,,,,
,,,,,NC_029257.1_28637898,,,,,
,,,,,NC_029257.1_28871938,,,,,
,,,,,NC_029257.1_28948533,,,,,
,,,,,NC_029257.1_29495684,,,,,
,,,,,NC_029257.1_30230619,,,,,
,,,,,NC_029257.1_30308030,,,,,
,,,,,NC_029257.1_30375297,,,,,
,,,,,NC_029257.1_30902244,,,,,
,,,,,NC_029257.1_31053561,,,,,
,,,,,NC_029257.1_31158661,,,,,
,,,,,NC_029257.1_31224423,,,,,
,,,,,NC_029257.1_31421584,,,,,
,,,,,NC_029257.1_31670396,,,,,
,,,,,NC_029257.1_32006180,,,,,
,,,,,NC_029257.1_32197314,,,,,
,,,,,NC_029257.1_33678170,,,,,
,,,,,NC_029257.1_33884289,,,,,
,,,,,NC_029257.1_34576206,,,,,
,,,,,NC_029257.1_35227577,,,,,
,,,,,NC_029257.1_35314595,,,,,
,,,,,NC_029258.1_180175,,,,,
,,,,,NC_029258.1_198571,,,,,
,,,,,NC_029258.1_399054,,,,,
,,,,,NC_029258.1_440200,,,,,
,,,,,NC_029258.1_511328,,,,,
,,,,,NC_029258.1_982230,,,,,
,,,,,NC_029258.1_1247287,,,,,
,,,,,NC_029258.1_1299650,,,,,
,,,,,NC_029258.1_1426792,,,,,
,,,,,NC_029258.1_1428678,,,,,
,,,,,NC_029258.1_1840658,,,,,
,,,,,NC_029258.1_2737673,,,,,
,,,,,NC_029258.1_3390556,,,,,
,,,,,NC_029258.1_3399908,,,,,
,,,,,NC_029258.1_3734262,,,,,
,,,,,NC_029258.1_5035412,,,,,
,,,,,NC_029258.1_5367357,,,,,
,,,,,NC_029258.1_5584689,,,,,
,,,,,NC_029258.1_6139873,,,,,
,,,,,NC_029258.1_6155611,,,,,
,,,,,NC_029258.1_6227232,,,,,
